"","Season1","Season2","Season3","Season4","quarter","week_num","Pre_weaning_mortality","MYCOatPlacement","PRRSatPlacement","avg_parity_at_farrow3","Lactation_days3","LateralCoronavirus","LateralPRRS","LateralEnteric","OtherHealthIssue","mortality_60days"
"1",0,1,0,0,2,24,0.135968,1,0,4.30040063690996,17.6660229082131,0,0,0,0,3.29026442307692
"2",0,1,0,0,2,23,0.131709,1,0,3.86764009064689,18.1681345282241,0,0,0,1,2.71587743732591
"3",0,1,0,0,2,24,0.175126,1,1,4.57125477741293,20.5234214351079,0,0,0,0,4.04613348459066
"4",0,1,0,0,2,26,0.14363,1,0,4.22014270343734,18.4615720029447,0,0,0,0,0.742880726372266
"5",0,0,1,0,3,27,0.185535,1,1,2.96192229791935,17.7771865218192,0,0,0,0,13.2177681473456
"6",0,1,0,0,2,20,0.133634,1,0,2.8,21,0,0,0,0,0.0797130330809087
"7",0,1,0,0,2,20,0.174024,1,1,4.29695309825402,19.430560310396,0,0,0,0,2.72232304900181
"8",0,1,0,0,2,22,0.103996,1,0,4.39369222868881,20.433952413557,0,0,0,0,1.07352643305651
"9",0,1,0,0,2,24,0.163948,1,1,3.76212008204363,20.3009696065635,0,0,0,0,5.13561582925745
"10",0,1,0,0,2,24,0.206781,1,1,3.60173292558614,21.5433571185865,0,0,0,0,4.96622963845848
"11",0,1,0,0,2,24,0.206781,1,1,3.60173292558614,21.5433571185865,0,1,0,0,5.95284112872053
"12",0,1,0,0,2,25,0.138278,1,0,4.46912143256855,19.283844432009,0,0,1,0,1.02205486820871
"13",0,0,1,0,3,27,0.175458,0,0,3.74463366336634,18.3446336633663,0,0,0,0,2.66066311911584
"14",0,0,1,0,3,27,0.111467,1,1,3.97632591958939,17.4396492728828,0,0,0,0,2.82567049808429
"15",0,1,0,0,2,21,0.146907,1,1,3.2,20.5,0,0,0,0,3.68098159509202
"16",0,1,0,0,2,24,0.148514,1,1,3.78308610400682,19.3478090366581,0,0,1,0,8.17884405670665
"17",0,1,0,0,2,24,0.131243,1,0,4.574843838728,19.5721100024337,0,1,1,0,2.72459499263623
"18",0,1,0,0,2,25,0.139061,1,1,4.5,22.3,0,0,1,0,4.84871993793638
"19",0,1,0,0,2,25,0.132134,0,1,2.8,31.1,0,0,0,0,2.43619489559165
"20",0,1,0,0,2,25,0.145232,0,0,4.5,19.2,0,0,1,0,3.95405345703556
"21",0,1,0,0,2,26,0.143824,1,1,3.11640301318267,18.8226741996233,0,0,0,0,16.0432252701579
"22",0,1,0,0,2,26,0.124625,0,0,3.3,18.6,0,0,1,0,2.248126561199
"23",0,1,0,0,2,26,0.143824,1,1,3.11640301318267,18.8226741996233,0,0,0,0,16.0687022900763
"24",0,0,1,0,3,28,0.15793,1,1,4.3479239712124,20.1,0,0,0,0,3.60032362459547
"25",0,1,0,0,2,23,0.131709,1,0,3.86764009064689,18.1681345282241,0,1,0,0,1.51241534988713
"26",0,1,0,0,2,24,0.240216,0,0,3.53844215830359,18.3386941003569,0,0,1,0,2.52389120313649
"27",0,1,0,0,2,24,0.145985,1,1,4.7444618599791,22.3152385928248,0,0,1,0,11.1227336122734
"28",0,1,0,0,2,24,0.113283,0,0,3.8,18.1,0,0,0,0,3.93559928443649
"29",0,1,0,0,2,26,0.157606,1,0,4.23421312014018,17.8600481874932,0,0,0,0,2.82764811490126
"30",0,1,0,0,2,26,0.114132,1,1,4.92808472374863,19.5806574083325,0,0,0,0,4.01152482269504
"31",0,1,0,0,2,20,0.143234,0,0,3.3,17.7,0,1,0,0,3.67965367965368
"32",0,1,0,0,2,26,0.155979,1,1,4.13999296517763,22.3957966936335,0,0,0,0,13.9329805996473
"33",0,1,0,0,2,26,0.14363,1,0,4.22014270343734,18.4615720029447,1,0,0,0,2.16574585635359
"34",0,0,1,0,3,27,0.127223,0,0,2.2,18.7,0,0,0,0,0.59142434696895
"35",0,0,1,0,3,27,0.149563,0,1,2.8,25.1,0,0,1,0,1.77465951300041
"36",0,1,0,0,2,23,0.120843,1,1,2.6,20.5,0,0,1,0,4.8856145792943
"37",0,1,0,0,2,22,0.151749,1,1,4.5,23.4,0,0,1,0,24.1591108511261
"38",0,1,0,0,2,26,0.129848,1,0,4.0984716516023,17.5025472473295,0,0,1,0,1.98265179677819
"39",0,1,0,0,2,26,0.121226,0,0,4.09519519519519,18.451951951952,0,0,0,0,4.1039156626506
"40",0,0,1,0,3,27,0.185535,1,1,2.96192229791935,17.7771865218192,0,0,0,0,13.482719331561
"41",0,0,1,0,3,27,0.307874,1,1,3.6,19.1,0,0,0,0,6.15496017378711
"42",0,0,1,0,3,29,0.140538,1,0,4.43381590319793,18.5300129645635,0,0,0,0,3.16901408450704
"43",0,1,0,0,2,26,0.121226,0,0,4.09519519519519,18.451951951952,0,0,0,0,3.60531309297913
"44",0,0,1,0,3,29,0.210317,1,1,3.2700481303221,18.9617919289152,0,0,0,0,9.04449307075128
"45",0,1,0,0,2,26,0.116375,1,0,3.9,20.8,0,0,0,0,2.64976958525346
"46",0,0,1,0,3,27,0.204022,1,1,3.8,18.7,0,0,0,0,2.70816491511722
"47",0,1,0,0,2,19,9.643605,0,0,3.7,18.1,0,0,0,0,0.826840515185244
"48",0,1,0,0,2,26,0.155979,1,1,4.13999296517763,22.3957966936335,0,1,0,0,14.1923774954628
"49",0,0,1,0,3,27,0.127223,0,0,2.2,18.7,0,0,0,0,2.1305225386858
"50",0,1,0,0,2,24,0.124202,0,0,4.29519353684103,16.0421894973667,0,0,1,0,2.17391304347826
"51",0,1,0,0,2,24,0.135968,1,0,4.30040063690996,17.6660229082131,0,0,0,0,2.29863221884498
"52",0,0,1,0,3,27,0.214417,1,1,3.0261039686976,17.2088317495808,0,0,1,0,8.15292491939199
"53",0,0,1,0,3,28,0.200128,0,0,3.34704209328783,18.7645051194539,0,0,0,0,2.15736040609137
"54",0,1,0,0,2,23,0.114933,1,0,4,21.9,0,0,0,0,1.97150107358969
"55",0,1,0,0,2,23,0.16357,1,1,2.90834281997073,19.656366888925,0,0,0,0,15.400918403391
"56",0,1,0,0,2,24,0.124202,0,0,4.29519353684103,16.0421894973667,0,0,1,0,3.85105221662927
"57",0,1,0,0,2,25,0.119467,1,1,3.6394891395544,19.0268294956651,0,0,0,0,2.13214620431115
"58",0,0,1,0,3,27,0.175458,0,0,3.74463366336634,18.3446336633663,0,0,0,0,2.30263157894737
"59",0,0,1,0,3,27,0.115415,1,1,3.2,19.5,0,0,0,0,5.79345088161209
"60",0,1,0,0,2,26,0.122316,1,0,4.33862798131301,20.6274731579379,0,0,0,0,2.45508982035928
"61",0,0,1,0,3,28,0.140828,1,1,4.81521303974836,20.5211038032599,0,0,0,0,7.72314834353239
"62",0,0,1,0,3,28,0.146271,0,0,4.24389614855571,16.93494956442,0,0,0,0,5.38116591928251
"63",0,0,1,0,3,30,0.101979,1,1,4.93140877598152,19.083025404157,0,0,0,0,0.914149443561208
"64",0,1,0,0,2,24,0.113283,0,0,3.8,18.1,0,0,0,0,3.28425821064553
"65",0,1,0,0,2,26,0.134586,1,1,5.1,18.4,0,1,0,0,3.81974248927039
"66",0,0,1,0,3,27,0.133858,0,0,3.7,16.2,0,0,0,0,1.43466459868166
"67",0,0,1,0,3,29,0.117709,1,1,4.4332269008182,20.3672520454999,0,0,0,0,1.49918962722853
"68",0,1,0,0,2,26,0.296454,1,1,3.9,26.1,0,0,0,0,20.7882804325078
"69",0,0,1,0,3,27,0.118928,1,0,4.47251691770356,21.2207814887579,0,0,1,0,2.78637770897833
"70",0,0,1,0,3,27,0.127223,0,0,2.2,18.7,0,0,0,0,2.70217729393468
"71",0,0,1,0,3,29,0.210317,1,1,3.2700481303221,18.9617919289152,0,0,0,0,8.10810810810811
"72",0,1,0,0,2,25,0.145232,0,0,4.5,19.2,0,0,1,0,2.7502254283138
"73",0,1,0,0,2,26,0.157606,1,0,4.23421312014018,17.8600481874932,0,0,0,0,2.91051259774109
"74",0,1,0,0,2,26,0.124625,0,0,3.3,18.6,0,0,1,0,3.26295585412668
"75",0,1,0,0,2,26,0.116375,1,0,3.9,20.8,0,0,0,0,2.95145631067961
"76",0,1,0,0,2,26,0.122316,1,0,4.33862798131301,20.6274731579379,0,0,0,0,3.07381193124368
"77",0,0,1,0,3,27,0.111467,1,1,3.97632591958939,17.4396492728828,0,0,0,0,2.95012877546242
"78",0,0,1,0,3,28,0.129608,0,1,2.8,26,0,0,0,0,1.9309320460453
"79",0,0,1,0,3,29,0.159956,1,0,4.29825284861639,19.4357460661964,0,0,0,0,0.978952520802741
"80",0,0,1,0,3,29,0.140926,0,0,2.3,18.1,0,0,0,0,1.90143577803648
"81",0,1,0,0,2,26,0.296454,1,1,3.9,26.1,0,0,0,0,20.7914151576123
"82",0,1,0,0,2,26,0.137016,1,1,4.72447716402513,21.5481102879115,0,0,0,0,3.02544121017648
"83",0,1,0,0,2,19,9.614446,1,1,4.04005939123979,17.7315812917595,0,0,0,0,4.09099247844432
"84",0,0,1,0,3,30,0.113853,1,1,3.32597232610322,25.3828347045625,0,0,0,0,2.95068714632175
"85",0,0,1,0,3,28,0.13403,0,1,3.8,19.1,0,0,1,0,3.94671928959053
"86",0,0,1,0,3,29,0.105202,1,0,4.06695830567791,17.5650214203825,0,0,1,0,1.19483052913923
"87",0,0,1,0,3,29,0.152138,0,1,2.6,21.8,0,0,0,0,1.17352828010773
"88",0,0,1,0,3,29,0.115809,1,1,4.1,21.8,0,0,0,0,2.33806055960138
"89",0,0,1,0,3,29,0.202377,1,1,4.99098909271195,20.6759977689638,0,0,0,0,2.97946584351094
"90",0,1,0,0,2,25,0.146,0,0,1.9,19.1,0,0,0,0,2.07164436771688
"91",0,0,1,0,3,31,0.16416,1,1,4.66664774519079,19.5997414064964,0,0,0,0,1.07293222871112
"92",0,1,0,0,2,25,0.145232,0,0,4.5,19.2,0,0,1,0,4.78576137112722
"93",0,0,1,0,3,27,0.12908,0,0,4.44271629063777,17.5135814531888,0,0,0,0,1.92351728875658
"94",0,0,1,0,3,27,0.19783,1,1,4.7325768321513,21.4556122931442,0,0,0,1,1.96257416704701
"95",0,0,1,0,3,29,0.140538,1,0,4.43381590319793,18.5300129645635,0,0,0,0,2.78354798504362
"96",0,0,1,0,3,30,0.148014,1,1,3.1,21.5,0,0,1,0,4.99791753436068
"97",0,1,0,0,2,24,0.212206,0,1,4.2,20.9,0,0,0,0,5.31325718241606
"98",0,1,0,0,2,26,0.137016,1,1,4.72447716402513,21.5481102879115,0,0,0,0,2.67403314917127
"99",0,0,1,0,3,27,0.141471,1,1,4.08068340957894,22.1782559985062,0,0,1,0,15.3684579030282
"100",0,0,1,0,3,29,0.140926,0,0,2.3,18.1,0,0,0,0,1.96456086286595
"101",0,1,0,0,2,24,0.163948,1,1,3.76212008204363,20.3009696065635,0,0,0,0,4.64348591549296
"102",0,1,0,0,2,26,0.157606,1,0,4.23421312014018,17.8600481874932,0,0,0,0,3.80997177798683
"103",0,1,0,0,2,26,0.114132,1,1,4.92808472374863,19.5806574083325,0,0,0,0,4.09335062048527
"104",0,0,1,0,3,27,0.214417,1,1,3.0261039686976,17.2088317495808,0,0,1,0,7.25777618877369
"105",0,1,0,0,2,23,0.134289,1,0,4.3016834736228,18.0335861321777,0,0,0,0,1.30574527922861
"106",0,1,0,0,2,25,0.138278,1,0,4.46912143256855,19.283844432009,0,0,1,0,0.887960302951162
"107",0,1,0,0,2,26,0.14363,1,0,4.22014270343734,18.4615720029447,0,0,0,0,0.942655145326002
"108",0,1,0,0,2,26,0.157606,1,0,4.23421312014018,17.8600481874932,0,0,0,0,1.23729562527618
"109",0,1,0,0,2,26,0.14363,1,0,4.22014270343734,18.4615720029447,0,0,0,0,1.37429264349232
"110",0,0,1,0,3,28,0.200128,0,0,3.34704209328783,18.7645051194539,0,0,0,0,1.49977944419938
"111",0,0,1,0,3,28,0.140828,1,1,4.81521303974836,20.5211038032599,0,0,0,0,7.80331373597007
"112",0,0,1,0,3,29,0.202377,1,1,4.99098909271195,20.6759977689638,0,0,0,0,2.60714991111989
"113",0,0,1,0,3,30,0.134233,1,0,3.63327101638936,17.3358010843148,0,0,1,0,2.56410256410256
"114",0,0,1,0,3,30,0.172182,1,0,4.73188295442184,19.003916023061,0,0,0,0,2.8558476881233
"115",0,0,1,0,3,32,9.815498,1,1,3.4,20.6,0,0,0,0,2.35051546391753
"116",0,1,0,0,2,26,0.157606,1,0,4.23421312014018,17.8600481874932,0,0,0,0,2.225
"117",0,0,1,0,3,27,0.19783,1,1,4.7325768321513,21.4556122931442,0,0,0,0,1.67035620849265
"118",0,0,1,0,3,28,0.129608,0,1,2.8,26,0,0,0,0,1.09599395313681
"119",0,0,1,0,3,30,0.128479,1,1,4,21.4,0,0,0,0,1.46153846153846
"120",0,0,1,0,3,30,0.106898,1,1,4.09760802469136,22.8553819444444,0,0,0,0,4.37670965220789
"121",0,0,1,0,3,31,0.140893,1,1,4.6,23.9,0,0,0,0,16.6300366300366
"122",0,0,1,0,3,31,7.687296,1,0,3.9,24.4,0,0,0,0,3.19563522992985
"123",0,0,1,0,3,27,0.111707,1,0,3.9,18.7,0,0,0,0,2.54104769351056
"124",0,0,1,0,3,29,0.187685,1,1,3.6,18.1,0,0,0,0,5.22356874216465
"125",0,0,1,0,3,31,0.232138,1,1,2.8,23.3,0,0,0,0,4.79784366576819
"126",0,1,0,0,2,26,0.14363,1,0,4.22014270343734,18.4615720029447,0,0,0,0,0.96969696969697
"127",0,0,1,0,3,29,0.124961,1,0,3.99863418235511,16.4088778146918,0,0,0,0,2.06264323911383
"128",0,0,1,0,3,30,0.138355,1,1,4.3,16.7,0,0,0,0,2.10569777043765
"129",0,0,1,0,3,30,0.125202,1,0,4.4,18.7,0,1,0,0,3.04365238285943
"130",0,0,1,0,3,30,0.13151,0,0,2.4,18.9,0,0,0,0,1.97718631178707
"131",0,0,1,0,3,31,0.102222,1,0,3.7,19.5,0,0,1,0,4.00634668782229
"132",0,1,0,0,2,25,0.119467,1,1,3.6394891395544,19.0268294956651,0,0,0,0,1.86315451333119
"133",0,0,1,0,3,27,0.115415,1,1,3.2,19.5,0,0,0,0,4.46979038224414
"134",0,0,1,0,3,29,0.187685,1,1,3.6,18.1,0,0,0,0,3.23362974939369
"135",0,0,1,0,3,30,0.140879,0,1,4.8,20.5,0,0,0,0,3.58787413660783
"136",0,0,1,0,3,27,0.111707,1,0,3.9,18.7,0,0,0,0,2.13380751278062
"137",0,0,1,0,3,27,0.141471,1,1,4.08068340957894,22.1782559985062,0,0,1,0,15.4926534140017
"138",0,0,1,0,3,30,0.128479,1,1,4,21.4,0,0,0,0,0.949628406275805
"139",0,0,1,0,3,27,0.204022,1,1,3.8,18.7,0,0,0,0,3.2258064516129
"140",0,0,1,0,3,29,0.105202,1,0,4.06695830567791,17.5650214203825,0,0,0,0,2.1700731768862
"141",0,0,1,0,3,30,0.125202,1,0,4.4,18.7,0,1,0,0,2.95483326298016
"142",0,0,1,0,3,30,0.101979,1,1,4.93140877598152,19.083025404157,0,0,0,0,0.822239624119029
"143",0,0,1,0,3,31,0.119418,0,0,4.09848560079444,17.0245779543198,0,0,0,0,2.82239559430932
"144",0,0,1,0,3,32,0.111539,1,0,4.65189427312775,16.4451590797846,0,0,0,0,1.92307692307692
"145",0,0,1,0,3,27,0.113475,1,0,3.90019851116625,19.8999338296112,0,0,0,0,2.16844143272023
"146",0,0,1,0,3,28,0.13403,0,1,3.8,19.1,0,0,1,0,3.92761669751182
"147",0,0,1,0,3,29,0.159956,1,0,4.29825284861639,19.4357460661964,0,0,0,0,1.06798110494968
"148",0,0,1,0,3,30,0.138355,1,1,4.3,16.7,0,0,0,0,1.64262820512821
"149",0,0,1,0,3,30,0.106898,1,1,4.09760802469136,22.8553819444444,0,0,0,0,4.40329218106996
"150",0,0,1,0,3,27,0.113475,1,0,3.90019851116625,19.8999338296112,0,0,0,0,2.61201527024312
"151",0,0,1,0,3,30,0.13151,0,0,2.4,18.9,0,0,0,0,1.98397558183899
"152",0,0,1,0,3,31,0.140893,1,1,4.6,23.9,0,0,0,0,16.8115942028986
"153",0,0,1,0,3,33,0.102788,0,0,4,17.2,0,0,1,0,1.33118192819685
"154",0,0,1,0,3,30,0.127519,0,0,3.6,16.5,0,0,0,0,1.71862509992006
"155",0,0,1,0,3,31,0.102222,1,0,3.7,19.5,0,0,1,0,2.99212598425197
"156",0,0,1,0,3,32,0.140645,1,0,4.31237052960719,18.7494821184288,0,0,1,0,2.6049766718507
"157",0,0,1,0,3,28,0.146271,0,0,4.24389614855571,16.93494956442,0,1,0,0,3.36268407469258
"158",0,0,1,0,3,29,0.119305,1,1,3.99983270059842,19.6334791840937,0,0,0,0,2.27780883174958
"159",0,0,1,0,3,30,0.155531,1,1,3.21837785645317,19.9689732861281,0,0,0,0,7.0897770636674
"160",0,0,1,0,3,31,0.101364,1,1,3.6,21.1,0,0,0,0,3.30715171558495
"161",0,0,1,0,3,31,0.268799,1,1,4.2,26.8,0,0,0,0,9.40438871473354
"162",0,0,1,0,3,28,0.10204,1,0,4.16478921124207,19.3714868540345,0,0,0,0,0.975777752267248
"163",0,0,1,0,3,29,0.152138,0,1,2.6,21.8,0,0,0,0,1.10964829791236
"164",0,0,1,0,3,30,0.126098,1,1,3.2,17.9,0,0,0,0,4.75388358600037
"165",0,0,1,0,3,31,7.687296,1,0,3.9,24.4,0,0,0,0,2.85596026490066
"166",0,0,1,0,3,30,0.134233,1,0,3.63327101638936,17.3358010843148,0,0,0,0,1.64768921634293
"167",0,0,1,0,3,32,0.111405,1,1,3.3,16.5,0,0,0,0,1.9532746074301
"168",0,0,1,0,3,32,0.127974,1,0,4.23022899828557,20.2005449424443,0,0,0,0,1.42684887459807
"169",0,0,1,0,3,33,0.146341,1,0,4.34861660079051,18.800790513834,0,0,0,0,1.78363706863125
"170",0,0,1,0,3,27,0.12908,0,0,4.44271629063777,17.5135814531888,0,0,0,0,2.19290094777922
"171",0,0,1,0,3,30,0.181286,1,1,3.1,20.5,0,0,0,0,6.8262063554335
"172",0,0,1,0,3,31,0.108989,1,1,4.8,20.7901338214872,0,0,0,0,2.56661991584853
"173",0,0,1,0,3,31,0.189751,1,1,3.8,19.2,0,0,0,0,4.53137103020914
"174",0,0,1,0,3,32,0.127974,1,0,4.23022899828557,20.2005449424443,0,0,0,0,0.827113173290297
"175",0,0,1,0,3,32,0.140645,1,0,4.31237052960719,18.7494821184288,0,0,1,0,2.58168616377572
"176",0,0,1,0,3,32,0.12476,1,1,2.8,19.8,0,0,0,0,7.29007633587786
"177",0,0,1,0,3,28,0.269927,1,1,4.7,32,0,0,1,0,20.1351351351351
"178",0,0,1,0,3,28,0.269927,1,1,4.7,32,0,0,1,0,20.1883830455259
"179",0,0,1,0,3,29,0.120354,0,0,4.2,18.5,0,0,0,0,3.93671124505557
"180",0,0,1,0,3,33,0.143217,1,1,4.39856221198157,20.4498801843318,0,0,1,0,3.50912372167636
"181",0,0,1,0,3,31,0.232138,1,1,2.8,23.3,0,0,0,0,9.92469588723692
"182",0,0,1,0,3,32,0.127974,1,0,4.23022899828557,20.2005449424443,0,0,0,0,2.09580838323353
"183",0,0,1,0,3,33,0.14921,0,0,4.4,17.2,0,0,1,0,1.53785488958991
"184",0,0,1,0,3,29,0.105202,1,0,4.06695830567791,17.5650214203825,0,0,0,0,0.648648648648649
"185",0,0,1,0,3,29,0.119305,1,1,3.99983270059842,19.6334791840937,0,0,0,0,1.74884624726743
"186",0,0,1,0,3,29,0.120354,0,0,4.2,18.5,0,1,0,0,3.93290919606709
"187",0,0,1,0,3,29,0.127784,1,0,3.870679655386,18.1314938904218,0,0,0,0,1.06230081859651
"188",0,0,1,0,3,31,0.119431,1,1,3.7,18.2573470492691,1,1,0,0,3.39103628171686
"189",0,0,1,0,3,31,9.058927,1,1,4.3,20.8,0,0,1,0,2.97152290548906
"190",0,0,1,0,3,31,0.189751,1,1,3.8,19.2,0,0,0,0,4.32632880098888
"191",0,0,1,0,3,32,0.136645,1,1,3.53499568221071,19.0537996545769,0,0,0,0,1.39632301605771
"192",0,0,1,0,3,33,0.133922,0,1,3.2,18.3,0,0,0,0,1.5284677111196
"193",0,0,1,0,3,29,0.124961,1,0,3.99863418235511,16.4088778146918,0,0,0,0,0.958286358511838
"194",0,0,1,0,3,31,0.101364,1,1,3.6,21.1,0,0,0,0,2.16262975778547
"195",0,0,1,0,3,33,0.14921,0,0,4.4,17.2,0,0,1,0,1.79425837320574
"196",0,0,1,0,3,33,0.156851,0,0,3.3768170704601,17.3145365636808,0,0,0,0,1.4967925873129
"197",0,0,1,0,3,30,0.148014,1,1,3.1,21.5,0,0,1,0,6.33359559402046
"198",0,0,1,0,3,31,0.102222,1,0,3.7,19.5,0,0,1,0,4.77103812035483
"199",0,0,1,0,3,31,0.146705,0,0,2.5,17.8,0,0,0,0,1.52513650913199
"200",0,0,1,0,3,32,0.12476,1,1,2.8,19.8,0,0,0,0,7.35102218355807
"201",0,0,1,0,3,33,0.114709,1,0,4.2,17.6,0,0,0,0,2.61627906976744
"202",0,0,1,0,3,33,0.184402,1,1,4.9,18.3,0,0,0,0,5.31365313653137
"203",0,0,1,0,3,34,0.145479,0,0,4.35218842376275,16.2990273672166,0,0,1,0,3.32555425904317
"204",0,0,0,1,4,45,0.151612,1,1,4.55499568924226,19.5071366989175,0,0,0,0,4.95967741935484
"205",0,0,1,0,3,34,0.146483,0,0,2.5,18.3,1,0,0,0,1.36411332633788
"206",0,0,1,0,3,30,0.181286,1,1,3.1,20.5,0,0,0,0,7.09499408750493
"207",0,0,1,0,3,30,0.134233,1,0,3.63327101638936,17.3358010843148,0,0,1,0,0.950312245452077
"208",0,0,1,0,3,31,0.108989,1,1,4.8,20.7901338214872,0,0,0,0,2.31046931407942
"209",0,0,1,0,3,32,0.15556,0,1,2.9,18.3,0,0,0,0,3.35946248600224
"210",0,0,1,0,3,31,9.058927,1,1,4.3,20.8,0,0,1,0,3.87612387612388
"211",0,0,1,0,3,32,0.111539,1,0,4.65189427312775,16.4451590797846,0,0,0,0,0.844594594594595
"212",0,0,1,0,3,33,9.261241,1,1,4.35011380880121,18.0466995447648,0,0,1,0,2.7468152866242
"213",0,0,1,0,3,34,0.123864,1,1,3.9,19.8,0,0,0,0,9.88319856244385
"214",0,0,1,0,3,31,0.118963,0,0,4,17.8,0,1,1,0,1.95517405817835
"215",0,0,1,0,3,32,0.111539,1,0,4.65189427312775,16.4451590797846,0,0,0,0,1.6025641025641
"216",0,0,1,0,3,33,0.102338,1,1,3.68977364341085,18.0176,0,0,0,0,3.78315132605304
"217",0,0,1,0,3,31,0.125384,0,0,3.7,15.1,0,0,1,0,2.44584206848358
"218",0,0,1,0,3,32,0.130975,1,0,4,16.9,0,0,1,1,3.25443786982249
"219",0,0,1,0,3,34,0.236119,1,1,3.7,17.2,0,0,0,0,7.61217948717949
"220",0,0,1,0,3,35,0.100797,1,1,4.8,19.5365234765235,0,0,0,0,1.55102040816327
"221",0,0,1,0,3,31,0.144685,1,1,4.15415012289658,19.9720552089242,0,0,1,0,3.92656807751147
"222",0,0,1,0,3,34,0.107011,1,1,4.2,16.3,0,0,0,0,2.76442307692308
"223",0,0,1,0,3,34,0.139979,1,0,4.5,17.8942537676228,0,0,1,0,4.80986639260021
"224",0,0,1,0,3,30,0.155531,1,1,3.21837785645317,19.9689732861281,0,0,0,0,7.01015605647758
"225",0,0,1,0,3,31,0.268799,1,1,4.2,26.8,0,0,0,0,9.30699698694342
"226",0,0,1,0,3,31,9.058927,1,1,4.3,20.8,0,0,1,0,2.40963855421687
"227",0,0,1,0,3,32,0.136645,1,1,3.53499568221071,19.0537996545769,0,0,0,0,1.07232968881413
"228",0,0,1,0,3,32,0.130975,1,0,4,16.9,0,0,1,0,2.84944166345784
"229",0,0,1,0,3,33,0.245429,1,1,1,21.1,0,0,0,0,23.6473880597015
"230",0,0,1,0,3,30,0.140879,0,1,4.8,20.5,0,0,0,0,2.7027027027027
"231",0,0,1,0,3,33,0.113183,1,1,4.4,21.6,0,0,0,0,13.4973900074571
"232",0,0,1,0,3,33,0.12318,1,1,4.74867006225241,20.3821731748727,0,1,0,0,3.28330206378987
"233",0,0,1,0,3,34,9.260493,1,0,3.42881417647773,17.3201602136182,0,1,0,0,2.92957746478873
"234",0,0,1,0,3,35,0.107359,1,1,3.5,18.9,0,0,0,0,4.9730625777041
"235",0,0,1,0,3,34,0.148806,1,1,3.1,23.2,0,0,0,0,2.2
"236",0,1,0,0,2,25,0.132134,0,1,2.8,31.1,0,0,0,0,2.63578274760383
"237",0,0,1,0,3,30,0.126098,1,1,3.2,17.9,0,0,0,0,5.03258508327299
"238",0,0,1,0,3,34,0.236119,1,1,3.7,17.2,0,1,0,0,7.26643598615917
"239",0,0,1,0,3,33,0.12093,0,1,4.2,19.7,0,0,0,0,4.75277884246838
"240",0,0,1,0,3,34,0.134692,0,0,4.4,18.1,0,0,0,0,1.93609022556391
"241",0,0,1,0,3,31,0.118963,0,0,4,17.8,0,1,1,0,4.05919661733615
"242",0,0,1,0,3,32,0.127121,1,1,4.5,18.3,0,0,0,0,2.96078431372549
"243",0,0,1,0,3,33,0.114709,1,0,4.2,17.6,0,0,0,0,3.36768494663231
"244",0,0,1,0,3,34,0.114075,1,0,4.29777946000505,18.2115064345193,0,1,0,0,2.18199851227374
"245",0,0,1,0,3,34,0.114075,1,0,4.29777946000505,18.2115064345193,0,1,0,0,3.33741997003133
"246",0,0,1,0,3,33,0.146341,1,0,4.34861660079051,18.800790513834,0,0,0,0,1.69424743892829
"247",0,0,1,0,3,35,0.168678,0,0,3.44137803979366,17.4448415622697,0,0,0,0,1.91368078175896
"248",0,0,1,0,3,32,0.15556,0,1,2.9,18.3,0,0,0,0,3.21637426900585
"249",0,0,1,0,3,31,0.119418,0,0,4.09848560079444,17.0245779543198,0,0,0,0,1.47841513897102
"250",0,0,1,0,3,34,9.260493,1,0,3.42881417647773,17.3201602136182,0,1,0,0,1.45403377110694
"251",0,0,1,0,3,34,0.118397,1,0,5.1,16.2503707270101,0,0,0,0,2.38095238095238
"252",0,0,1,0,3,35,0.107771,0,0,4.39918149686861,16.4997953742172,0,1,0,0,0.954820680018631
"253",0,0,1,0,3,31,0.108989,1,1,4.8,20.7901338214872,0,0,0,0,1.62252445717013
"254",0,0,1,0,3,33,9.261241,1,1,4.35011380880121,18.0466995447648,0,0,1,0,1.95007800312012
"255",0,0,1,0,3,34,9.260493,1,0,3.42881417647773,17.3201602136182,0,1,0,0,2.00871248789932
"256",0,0,1,0,3,36,0.118995,1,1,4.7,21.4,0,0,0,0,0.666944560233431
"257",0,0,1,0,3,37,0.107052,1,1,3.1,21.7,0,0,1,0,4.46111330438216
"258",0,0,1,0,3,33,0.184402,1,1,4.9,18.3,0,0,0,0,5.26522593320236
"259",0,0,1,0,3,34,0.158341,1,1,4,18.9,0,0,0,0,1.21765601217656
"260",0,0,1,0,3,34,0.134692,0,0,4.4,18.1,0,0,0,0,2.30960106890628
"261",0,0,1,0,3,34,0.158709,1,1,3.6,19.1,0,0,0,0,7.71942192456821
"262",0,0,1,0,3,35,0.138997,1,0,4.54638208269525,20.8765122511485,0,0,0,0,1.02983892263005
"263",0,0,1,0,3,36,9.822747,1,0,3.93863650449334,19.1783080260304,0,1,1,0,0.90956340956341
"264",0,0,1,0,3,36,0.148188,0,1,3.6,21.3,0,0,1,0,12.6282278033251
"265",0,0,1,0,3,37,0.148828,1,1,4.76731064483112,20.727207011259,0,0,0,0,1.77701724364881
"266",0,0,1,0,3,31,0.146705,0,0,2.5,17.8,0,1,0,0,1.76154274058965
"267",0,0,1,0,3,33,0.12318,1,1,4.74867006225241,20.3821731748727,0,1,0,0,3.48120151183609
